price,sqft_lot
3.40E+06,17826
954500,9689
622000,3150
90000,4000
342000,1634
305000,4683
259900,8820
420000,6346
250000,19570
249950,6875
199000,15120
355200,7320
425000,13709
379500,7128
860000,6923
335000,4927
865000,12558
390000,3600
569950,7805
495500,7828
476500,10200
261000,11200
375000,9822
550000,9822
230000,4000
526750,10700
606000,7680
368500,26400
275000,171190
342000,9023
278100,8520
450000,4840
349950,5006
425000,6053
435000,8751
460000,19017
323000,8114
325000,6827
480000,4635
1.33E+06,8400
210000,6485
920000,5750
399000,8290
631750,4063
184000,8680
333000,7208
218000,2841
258305,2964
775000,5000
515000,19585
455000,1259
440000,6807
1.44E+06,3819
850000,3707
480000,21375
420000,27007
408000,7100
278000,9752
1.20E+06,1620
454000,39000
1.85E+06,14866
499000,5000
590000,6625
385000,4805
1.25E+06,10043
202200,2159
450000,13468
435000,233481
550000,43560
361000,5650
760000,12600
902000,8507
505000,4550
200000,8925
260000,6375
417000,5100
287500,8690
450000,10530
825000,4000
1.48E+06,6179
319950,5500
682000,30000
560000,6000
350000,10344
270000,10215
284000,35100
308000,4606
450000,7725
540000,34222
380000,11123
522500,122403
118000,7957
280400,7210
710000,41811
720000,25741
787000,7500
537000,2660
650000,4450
154200,8640
238000,7260
285650,8199
485500,1286
315000,7350
4.67E+06,13068
627000,10525
525000,34528
526000,1281
480000,3060
970000,53696
640000,9973
279000,7950
303000,9750
315000,5336
336500,7268
163250,8150
444950,6927
285000,2446
370000,4960
330000,5150
395000,4018
440000,5310
625000,6605
435000,46638
299950,2577
560000,4233
380000,9764
333000,7800
499000,3000
386000,8000
320600,7620
285000,18200
450000,7800
175000,7150
544800,5857
220000,7587
374000,1695
200000,7896
259950,7896
255000,9222
447000,6750
287000,8722
344950,6950
212000,7000
425000,11583
170000,4560
565000,4080
234000,11100
1.51E+06,12105
345000,8414
415000,3172
760000,10637
484000,20001
360000,1107
875000,39586
930000,20553
250000,6660
394000,2731
865000,11270
477500,6000
1.25E+06,12500
270000,7500
567000,6875
635000,7200
1.87E+06,6952
183000,9200
309933,78408
945800,9100
503000,59612
220000,10200
335000,36769
650000,9927
511000,7600
275000,57063
576250,5000
1.45E+06,3128
186000,4320
655100,4160
328000,6500
441000,11036
370000,7725
630000,8382
470500,14000
285950,6000
698000,7200
268000,6684
1.63E+06,8112
355000,15000
299000,8778
1.00E+06,6120
275000,8229
475000,10240
260000,37045
416000,7560
495000,11205
357500,8100
459500,1079
258000,6930
600000,98445
665000,24550
165000,10152
297000,8605
350000,5100
2.45E+06,11023
180000,9450
339950,12092
365000,4700
955000,193593
732000,1987
500000,10800
610000,8560
525000,7800
170000,13787
300000,3439
389500,12527
330000,10250
269950,7187
107000,4720
249000,14626
442500,5920
579000,286181
621500,39634
203000,7500
222900,5800
453000,17400
190000,29258
320000,7381
733500,4370
555000,21785
364950,6170
490000,9247
688000,13526
165000,7768
506000,8370
2.19E+06,7108
754000,7800
949950,1989
443600,1056
380600,12244
722800,14600
342888,5150
555000,5946
613000,3068
480000,10052
619500,5202
437000,8505
621000,9905
810000,4080
415000,8868
250000,7404
585000,6000
220000,5002
580000,11900
1.32E+06,20104
675000,9225
695000,7389
915000,7630
375000,6947
500000,1265
335000,5185
170000,21750
320900,8500
508000,8462
228950,9085
433000,4760
267500,5150
910000,9000
370000,10117
320000,3834
660000,5200
787888,21115
329000,5880
602000,6398
375000,9750
212000,7620
224000,8370
315500,10079
350000,2880
389000,14010
285000,13104
425000,9800
190000,7875
374000,18439
292000,5500
475000,5100
546500,2675
82000,10426
219900,10426
440000,5750
400000,32718
453000,20193
330000,6893
359950,8604
616000,12929
245000,2356
296000,2040
193000,9000
456000,8442
480000,9250
382000,1253
650000,2542
431750,10052
419900,1755
315000,9513
597500,35280
615000,43301
605000,33671
220000,11900
340000,8750
620000,210395
602000,11900
575000,11750
285000,10834
306500,8140
325000,3480
623000,21804
256500,8568
473000,6872
549000,9235
305000,19115
317000,8049
450000,13775
225000,5333
500000,7897
207000,4860
474900,8308
515000,7200
542000,5000
725000,10962
314950,4533
375000,10078
500000,47044
689000,9840
525000,1182
360000,6232
425000,5750
239950,5500
577500,3000
615000,7291
516000,10800
1.22E+06,15400
1.66E+06,4815
315000,6731
250000,9000
250000,4900
925000,48351
358000,4681
262000,6200
500000,7370
1.30E+06,6400
500000,65501
675000,9002
235000,5030
545000,5030
350000,9360
320000,1827
452000,13315
875000,6000
325000,2998
756000,5600
319000,7992
455000,3800
330000,3840
510000,9988
532000,5012
775000,5007
410000,4000
205000,5100
585000,6766
255000,8200
415000,3750
459000,7080
354000,11250
587000,5193
782000,53428
570000,7287
414500,6002
185000,6700
262500,10291
370000,67518
362500,9507
536000,7397
425000,7804
435000,7200
435000,9240
400000,6300
446000,1221
1.25E+06,13120
300000,5421
404500,5080
910000,49222
771000,6120
335000,4781
390000,15170
288000,9706
403000,10790
510000,1309
751000,6800
408000,8000
1.01E+06,12855
575000,9030
330000,8100
565000,1221
456000,2935
652500,9122
582000,3140
700000,5686
235000,9182
460000,12155
475000,8008
579000,6275
507000,2746
210000,2643
359500,10316
248000,9831
239300,5750
315000,1533
970000,12410
510000,6240
418000,9176
699000,27441
871000,8536
515000,9147
400000,43000
445000,5100
1.11E+06,6600
212000,9600
710000,11304
225800,7110
520000,36665
1.30E+06,15246
248000,13510
556000,7200
319950,11900
320000,3000
245000,2788
700000,36585
628000,8160
640000,4800
420000,4978
349950,1162
307999,8438
749950,6050
290000,3844
235000,7920
225000,6120
302100,6120
520000,6380
285000,7200
525000,15258
374900,8500
377500,7200
587450,8775
245000,12000
200000,5757
2.14E+06,453895
607000,9226
1.25E+06,5070
549950,14694
250000,7701
525000,6970
440000,9900
425000,107386
739900,5029
315000,3731
340000,3774
366000,9743
315000,7250
299000,9135
350000,5000
340000,1461
460000,8580
224000,10588
140000,6400
246000,7632
330000,14071
306000,7200
324950,7440
345000,26615
207000,8995
238000,5700
695000,18743
649950,15304
515000,9448
452000,5032
236000,3060
1.29E+06,14450
563000,16500
410988,14061
339950,8319
1.20E+06,13118
340000,19785
808100,13457
236000,6301
330000,8300
799990,5808
240000,5669
343000,18600
332000,9406
945000,14925
239950,8366
674000,5000
200000,5000
453000,7232
330000,8865
285000,4547
338000,8152
264950,6000
880000,10800
209500,5488
380000,9398
336500,12891
360000,8466
911100,33826
249900,7560
175000,6250
549950,2500
225000,10866
270000,10866
400000,11040
299800,5240
555000,8676
230000,9180
360000,6259
415000,3200
355000,8000
635000,27972
353000,5000
999000,34830
265000,10196
250000,8250
225000,7142
553000,5000
565000,11455
312000,5150
475000,185130
320000,9163
453000,9583
320000,6180
610000,8400
385000,9630
215000,8075
215000,5040
415000,4274
350000,6380
395000,6380
898000,9874
480000,7338
1.24E+06,1973
599000,230868
770000,9127
1.21E+06,8520
1.59E+06,11131
880000,35169
332000,7884
445000,7200
849000,87555
752000,2970
450000,6504
420000,5500
330000,6320
409000,9065
350000,14322
570000,44001
315000,8333
224000,15000
293550,9706
350000,3175
1.11E+06,9380
442500,7092
616500,118047
506400,9040
324000,4411
169000,6450
595000,5000
299900,6014
332000,8876
432000,8400
510000,9112
270000,7739
750000,15593
509250,3120
189000,5200
726500,3893
287000,11374
679000,49223
316000,8721
498000,22445
448000,8270
535000,5527
560000,9601
437850,14255
435000,50994
510000,8031
520000,54885
509000,3521
575000,5652
365000,7210
795000,17859
285000,4060
955000,43560
775000,8400
400000,5012
570000,8483
955990,6507
1.15E+06,34848
459950,21465
245000,8382
281000,974
205000,7000
290000,15090
635000,11176
310000,6000
470000,3659
600000,14878
279000,10051
538500,4270
594950,10006
533050,295772
510000,7040
360000,8686
435000,5106
559000,6500
645000,115670
340000,9690
565000,10459
575700,6130
1.01E+06,1923
540500,185130
265000,8580
699950,7830
355000,20339
381000,11407
564000,8700
114975,6250
325000,8636
299990,125452
751000,5280
425000,6970
665000,5040
833450,269345
575000,11250
190000,9600
314950,9600
601150,5200
315000,8308
545000,13380
565000,10698
175000,7034
530000,26571
4.49E+06,27517
430000,7900
225000,8372
312000,9779
380000,7980
222200,10000
1.44E+06,8000
329950,4558
995000,10300
929950,10829
692000,9779
402000,2475
510000,43560
249000,8498
244900,9980
289900,7068
552500,7980
760000,165528
440000,1088
286000,9000
260000,4592
355000,10838
318000,12506
255000,19965
139000,17334
485000,7068
549950,266587
588000,4200
975000,7410
402000,1827
245000,9875
445000,32340
195000,8459
385000,11750
450000,7903
1.09E+06,6837
396675,6375
242000,7494
380000,12378
496000,4635
399950,4488
895000,8526
690000,6149
270000,8375
349900,38781
454280,1741
390000,26375
275000,14005
300000,8932
700000,6000
520000,6609
715000,39529
404000,4324
490500,21883
1.49E+06,6440
557800,6000
571000,9900
410000,4020
225000,5506
700000,4498
500000,3500
536500,1860
330000,25046
249950,15210
249000,8410
249000,7535
780000,9195
1.20E+06,4275
434500,7210
590000,339332
417200,4000
649990,11900
506000,3588
348000,4004
301000,6146
427550,4000
361000,6720
460000,8107
958000,6400
445000,6846
373000,3565
525000,7957
364988,12593
324000,8370
625000,5627
237500,7830
429300,15949
155000,6250
614000,8160
650000,3332
625000,12219
587100,6414
380000,37647
479500,5760
382888,2380
540000,3565
691000,8632
760500,3990
685000,10968
199129,33664
335000,7702
305100,35988
830000,12202
810000,8481
500000,15661
490000,5405
490000,4200
272000,10660
280000,7200
233000,6180
275000,6000
375000,6420
445000,3703
437500,1125
426250,6000
358000,12497
1.18E+06,49503
305000,8276
415000,4664
520000,4960
733000,5974
411500,8159
540000,16671
270500,8613
422250,1256
655000,12353
1.20E+06,10576
550000,169448
460000,929
159075,6200
470000,4000
235000,7920
309950,9843
433000,9600
895000,10000
291000,60960
835000,13124
640000,5000
438000,14279
540000,9935
325000,7434
380000,7200
510000,5544
380000,7707
825000,9800
880000,52707
1.80E+06,13295
790000,6380
287000,4346
509000,5000
270000,8400
210000,9380
415000,11752
550000,14400
1.25E+06,5500
499950,4984
659000,5040
265000,22081
492000,10840
715000,7700
175000,28270
975000,52322
306950,5005
630000,3680
367500,8792
699950,5460
1.00E+06,3750
285000,4400
215000,1312
1.05E+06,11054
1.37E+06,9450
235000,7599
604000,2589
750000,8400
800000,9963
580000,3750
350000,4590
353750,7490
1.10E+06,8737
465000,10291
568000,5080
1.01E+06,3080
213500,11571
250000,10384
357000,4600
425000,4095
571000,7465
588000,7350
275000,15531
565000,15939
460000,9135
603500,9734
490600,11447
1.01E+06,9052
500000,12620
249000,6136
235000,8700
410000,13736
370000,6050
360000,7111
1.41E+06,16789
298000,3825
485000,7200
400000,9143
580000,4604
355000,1140
650000,12997
261490,8467
347000,7200
485000,4100
601000,1251
380000,51212
565000,12556
750000,21043
291000,7200
560000,12498
725000,9600
539000,209088
470000,7077
264950,7434
200000,8000
453500,23345
811000,17986
425000,1350
1.53E+06,16940
562000,83200
281000,7601
270000,14027
205950,8239
310000,5400
350000,1111
843500,16475
370000,3757
279000,7700
408000,313672
392000,9600
455000,5000
310000,83199
323500,11536
364500,4489
280000,14439
289900,11325
585000,2807
269000,6653
280000,9210
287000,9000
183000,5140
309000,8142
920000,13579
815241,4800
405000,7252
525000,19080
150000,4045
240000,9600
698000,11250
440000,10950
204000,12500
875000,6641
650000,4500
392500,8839
400000,4000
653000,17300
452000,3760
345000,3826
350000,6930
650000,5576
525000,3800
840000,3800
1.33E+06,5000
259950,6650
998000,10207
1.07E+06,4622
1.91E+06,6833
190500,1150
465000,117176
370000,7419
290000,11214
350000,4590
740000,4590
460000,8400
290000,10800
475000,229125
214000,2231
455000,5759
275000,4400
305000,12196
449000,61855
366000,4320
348000,5090
515000,21370
950000,11548
815000,21494
199950,2132
386000,8100
273000,7964
284000,6360
399950,7930
285000,6423
315000,6452
250000,7700
290000,7618
725000,30410
410000,9641
855000,52062
399900,8127
852600,11901
235000,6321
230950,12724
230000,8722
404763,1609
245000,3407
188000,8500
626100,7219
428750,4080
522000,8623
684000,8434
1.07E+06,7232
611206,6300
350000,5250
894000,22029
420000,5368
400000,9747
675000,28000
426000,8494
750000,11597
368000,10800
342000,6450
700000,4800
848750,5000
720000,5200
525000,8549
397900,35245
405000,18000
392800,11856
394999,7800
340000,6112
482500,1445
812500,10159
450000,10208
398000,27468
1.08E+06,1767
540000,3021
275000,5472
780000,12000
225000,8345
503045,2250
249000,1357
569950,5940
450000,1377
1.10E+06,6000
700000,3570
454000,4094
555000,9170
214000,5200
590000,8622
459900,51836
205000,5000
390000,9857
970500,10125
790000,15084
320000,10576
552500,4025
1.05E+06,4500
230000,7187
680000,5500
985000,5400
375000,7471
431000,4000
463000,17108
350000,10500
485000,7200
355000,15000
603500,7280
860000,6000
259875,6250
685000,8680
382500,8786
490000,2250
229000,6000
430000,6000
580000,15783
510000,6700
489990,20828
440000,1800
479950,4984
806000,206474
875000,22588
710800,36820
565000,6037
359999,9624
625000,4500
349950,7565
415000,9600
435000,1170
225000,9060
770000,5000
340000,10800
965000,12673
667000,31215
250000,4373
397990,11862
535000,10031
265950,8450
258000,7461
505500,1187
455000,7770
1.35E+06,5971
600000,31720
329800,7047
222000,38449
450000,9240
952000,4500
625000,4480
226800,11393
1.21E+06,13497
350000,16153
395000,8640
285000,5260
553000,18135
254000,16800
348140,10880
354950,7350
706000,6400
499000,6479
427500,43186
439000,10000
545000,25995
842000,4774
685000,38043
665000,47480
255000,9000
565000,4360
274000,8720
260000,8075
581000,13695
625000,5978
220000,9720
765000,324086
1.33E+06,10213
700000,3000
351000,7260
413565,1613
363000,1779
679000,41236
473000,4555
585888,7431
405000,4652
650000,19386
415000,213008
575000,3880
220000,7205
610000,10117
499950,6380
883000,6874
436000,8100
320000,1356
425000,44000
204700,9987
384000,4502
314000,8200
535000,6263
568000,265716
426000,5850
675000,6780
380000,6365
685000,8000
429000,52826
799000,6583
318500,6986
925000,20900
420000,5000
570000,4000
1.05E+06,12840
333000,8450
1.36E+06,14138
660000,2798
350000,8504
682500,8504
399990,4000
860000,9648
216180,7797
300000,9613
145000,11880
255000,11880
250000,24805
245000,8625
445000,7056
562000,8000
501000,7519
190000,5850
862500,24440
1.09E+06,6000
575000,49709
250000,123710
310000,15111
1.40E+06,9270
284850,8256
570000,7910
304000,6000
560000,9787
325000,8160
557510,4800
305000,8820
320000,27350
455000,28212
383001,7210
545000,51649
487500,5000
345000,6994
583000,16411
534950,12286
403504,5750
500000,6120
319502,38707
525000,5080
563000,15480
898500,5000
651000,108366
450000,6400
665000,8149
825000,4000
200000,4800
295000,6092
748000,8379
580000,18750
275000,10744
196000,8470
235750,11250
315000,8480
338000,10631
353000,4249
235000,6300
569999,13880
505000,12540
1.23E+06,4600
299000,34395
240000,6360
1.96E+06,12566
1.27E+06,3604
405000,2653
304000,8454
272000,5555
412000,3960
698000,7231
400000,5100
305000,6825
585000,12753
190000,9031
760000,12788
570000,36210
144000,6800
139000,5280
525000,6380
293000,5421
267100,1580
1.50E+06,5222
240000,15334
975000,7000
279950,7171
405000,7373
400000,83199
225000,6500
250000,7800
272950,9096
625000,5324
670000,2147
1.07E+06,3545
540000,8200
525000,6725
425000,17700
465500,7004
443500,5866
350000,499571
850000,91911
205000,952
315000,10200
470000,8221
1.10E+06,8540
340000,46382
310000,12672
305000,13475
307150,6752
729032,12866
750000,9960
289000,3207
480000,5700
529000,7367
585000,4800
704000,12500
607000,4054
580000,8188
875000,8564
610000,9350
230000,15000
510000,62290
733000,5002
169100,18304
250000,18304
500000,35100
700000,9855
379000,5225
650000,222156
412133,4400
480000,14190
650000,10245
505000,5065
931088,17400
570000,7700
475000,4635
240000,8594
462000,47480
1.12E+06,22873
243000,6600
660000,15375
1.19E+06,8112
1.68E+06,68257
6.89E+06,31374
368000,4307
811500,4500
275000,8149
650000,6005
485000,50654
425000,10018
530000,13775
657000,8520
315000,3770
273000,22870
550000,13252
347000,1705
525000,8000
490000,1343
500000,7916
585000,7282
926500,17802
465000,3200
200000,8160
1.68E+06,16747
220500,57499
329000,57499
715000,2250
780000,2250
410000,4080
778100,4080
406000,11292
665000,5900
305000,8212
265000,7668
485000,4080
600000,108900
510000,5100
195000,3899
432500,5100
490000,8433
270000,7165
370000,2102
327500,12027
826000,6120
510000,7020
587750,4730
449228,24750
565000,217805
660000,186436
400000,19200
612500,5000
560000,6250
727000,4200
224000,7609
1.08E+06,35267
439000,7565
335000,87625
779000,4912
452000,47916
775000,5304
235000,8362
370000,37913
790000,12070
903000,7800
209950,9583
309000,7859
440000,8153
571500,25990
514000,4000
323000,12500
290000,7575
2.58E+06,15408
1.36E+06,21318
551000,5100
960000,43560
720000,9525
218000,7684
334950,7000
605000,31584
825000,4477
268500,8000
230000,9600
1.34E+06,202554
245500,9782
440000,7989
571500,5799
182500,4744
217000,5600
335000,5248
501000,4320
339950,7641
340000,10403
582500,23779
298800,8189
317500,8400
598000,5118
375000,2240
465000,7650
551870,18400
295000,7229
263500,6375
1.10E+06,8400
300000,4010
780000,4500
325000,7936
370000,6550
715000,10000
356000,12500
329950,7208
490000,2500
429000,1246
510000,8125
550000,4080
467500,6453
615000,4180
325000,15120
219950,4120
950000,9830
925000,3200
